monthly_income,income_variability,income_regularity,income_sources,monthly_transaction_count,average_transaction_value,transaction_consistency,digital_payment_ratio,electricity_payment_consistency,mobile_payment_consistency,rent_payment_consistency,average_payment_delay,on_time_payment_ratio,monthly_savings,savings_ratio,upi_activity_months,digital_activity_months,transaction_history_months,age_group,gender,income_group,occupation_category,repayment_probability,repayment_outcome
31005.33,0.3786,0.6936,2,48,150.0,0.5632,0.8386,0.5487,0.5974,0.6065,22.42,0.5842,5322.88,0.1717,15,17,10,35-49,Male,Middle Income (30k-80k),Salaried Entry-level,0.8587,1
91957.28,0.5539,0.542,1,75,585.33,0.7847,0.6719,0.6193,0.5739,0.5693,23.4,0.5875,17502.02,0.1903,22,25,18,35-49,Male,Upper Middle (>80k),Freelancer / Creator,0.7413,1
41930.09,0.2865,0.8636,1,72,416.43,0.7314,0.7808,0.6275,0.5755,0.6641,15.07,0.6224,11206.54,0.2673,16,31,12,<25,Male,Middle Income (30k-80k),Salaried Entry-level,0.9457,1
36984.37,0.4861,0.5794,4,47,150.0,0.4607,0.7952,0.6598,0.7195,0.6004,13.35,0.6599,9951.52,0.2691,21,24,20,25-34,Female,Middle Income (30k-80k),Gig Worker / Delivery,0.8428,1
40060.8,0.379,0.7754,1,47,622.74,0.6934,0.4146,0.6022,0.6539,0.5638,16.72,0.6067,11888.27,0.2968,10,20,6,25-34,Female,Middle Income (30k-80k),Gig Worker / Delivery,0.8665,0
24865.14,0.6618,0.5468,1,52,234.03,0.654,0.8895,0.7639,0.7374,0.7925,9.1,0.7646,6145.83,0.2472,10,22,8,<25,Non-Binary/Other,Low Income (<30k),Gig Worker / Delivery,0.8133,1
16316.98,0.7204,0.2779,2,41,150.0,0.5956,0.7432,0.3425,0.2724,0.2895,28.63,0.3015,2655.6,0.1628,30,41,30,<25,Male,Low Income (<30k),Student / First-time Earner,0.4391,1
40821.28,0.3607,0.7237,2,62,393.68,0.5158,0.8571,0.5997,0.5436,0.5008,16.46,0.548,11480.92,0.2812,19,26,18,25-34,Female,Middle Income (30k-80k),Freelancer / Creator,0.8716,1
18500.18,0.384,0.649,1,52,276.19,0.7263,0.9203,0.6542,0.6598,0.6663,15.71,0.6601,5274.74,0.2851,25,37,22,50+,Male,Low Income (<30k),Student / First-time Earner,0.8882,1
27641.75,0.6476,0.6164,1,65,150.0,0.7205,0.9187,0.5253,0.4895,0.463,19.59,0.4926,1912.43,0.0692,26,41,23,25-34,Female,Low Income (<30k),Gig Worker / Delivery,0.5426,0
18696.9,0.4792,0.5656,1,45,358.76,0.4089,0.7324,0.5339,0.6135,0.5522,15.58,0.5665,3982.71,0.213,20,34,17,25-34,Female,Low Income (<30k),Student / First-time Earner,0.4885,0
22780.61,0.2459,0.7924,2,52,275.1,0.8088,0.6618,0.6747,0.6608,0.7292,11.18,0.6882,5661.52,0.2485,18,33,14,35-49,Female,Low Income (<30k),Student / First-time Earner,0.9604,1
16180.0,0.5241,0.577,1,51,226.51,0.6467,0.9799,0.6635,0.6706,0.6169,14.12,0.6503,4321.76,0.2671,3,17,3,25-34,Female,Low Income (<30k),Student / First-time Earner,0.8234,1
47001.89,0.2873,0.8523,1,50,327.24,0.8363,0.8844,0.765,0.8367,0.7493,8.86,0.7836,17466.75,0.3716,36,42,32,50+,Male,Middle Income (30k-80k),Freelancer / Creator,0.9883,1
39070.0,0.2917,0.7823,1,43,508.46,0.685,0.7906,0.4605,0.4999,0.5054,20.07,0.4886,8304.72,0.2126,21,37,17,50+,Male,Middle Income (30k-80k),Salaried Entry-level,0.868,1
12000.0,0.5806,0.5952,1,57,150.0,0.737,0.99,0.6125,0.607,0.6065,15.47,0.6087,2973.09,0.2478,10,21,10,25-34,Non-Binary/Other,Low Income (<30k),Student / First-time Earner,0.7885,1
35569.46,0.3007,0.7764,2,49,303.59,0.6785,0.9121,0.6109,0.5342,0.5724,23.04,0.5725,7914.42,0.2225,30,47,30,25-34,Male,Middle Income (30k-80k),Freelancer / Creator,0.9157,1
74582.27,0.3367,0.8765,2,58,205.32,0.5686,0.561,0.7581,0.7269,0.72,10.24,0.735,27469.15,0.3683,18,22,14,25-34,Female,Middle Income (30k-80k),Freelancer / Creator,0.9593,1
56356.81,0.4333,0.7563,1,57,198.4,0.3447,0.7133,0.4104,0.4333,0.3866,22.14,0.4101,12329.46,0.2188,34,47,33,25-34,Male,Middle Income (30k-80k),Salaried Entry-level,0.5396,1
35222.65,0.549,0.6516,1,51,330.54,0.4218,0.6913,0.5816,0.6099,0.5295,15.24,0.5736,7788.77,0.2211,28,45,26,<25,Non-Binary/Other,Middle Income (30k-80k),Freelancer / Creator,0.815,1
42514.53,0.4549,0.5532,1,57,281.65,0.8209,0.7636,0.5235,0.5406,0.5021,18.71,0.5221,5662.94,0.1332,7,11,4,25-34,Male,Middle Income (30k-80k),Salaried Entry-level,0.6645,1
25418.18,0.2056,0.7744,1,47,275.3,0.3118,0.9107,0.4831,0.425,0.4037,26.01,0.4373,6303.37,0.248,14,19,9,25-34,Male,Low Income (<30k),Gig Worker / Delivery,0.9121,1
71384.85,0.3474,0.7762,1,71,329.57,0.7425,0.7946,0.5594,0.6369,0.5831,19.36,0.5932,20980.29,0.2939,37,45,37,<25,Male,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.9756,1
52186.78,0.4216,0.8198,1,57,613.98,0.5002,0.9259,0.6138,0.5909,0.693,16.06,0.6325,11525.05,0.2208,15,22,15,25-34,Female,Middle Income (30k-80k),Gig Worker / Delivery,0.9055,1
67427.68,0.5547,0.328,2,57,460.32,0.8207,0.7276,0.5076,0.4955,0.4695,21.04,0.4908,16473.45,0.2443,53,61,48,50+,Male,Middle Income (30k-80k),Freelancer / Creator,0.7195,0
22003.28,0.2003,0.8608,1,57,167.06,0.6779,0.7186,0.5681,0.6559,0.6296,13.51,0.6179,5440.86,0.2473,15,29,14,<25,Male,Low Income (<30k),Gig Worker / Delivery,0.9622,1
39048.24,0.2418,0.7985,3,59,379.98,0.5044,0.8567,0.5482,0.5302,0.5388,19.48,0.5391,8001.97,0.2049,16,26,11,<25,Male,Middle Income (30k-80k),Salaried Entry-level,0.7977,1
40969.31,0.9345,0.05,2,59,150.0,0.5087,0.9164,0.4695,0.3828,0.4459,22.59,0.4328,4866.89,0.1188,26,34,24,25-34,Female,Middle Income (30k-80k),Gig Worker / Delivery,0.3028,1
24513.1,0.5477,0.482,3,45,204.82,0.5928,0.9702,0.4218,0.3833,0.414,23.68,0.4064,4054.24,0.1654,8,11,8,50+,Male,Low Income (<30k),Salaried Entry-level,0.6048,1
32361.66,0.2177,0.7724,3,57,228.19,0.7064,0.7907,0.7027,0.6994,0.7018,13.71,0.7013,6931.99,0.2142,24,33,23,<25,Male,Middle Income (30k-80k),Salaried Entry-level,0.9791,1
67473.07,0.4702,0.551,1,61,430.66,0.7358,0.5515,0.4267,0.4434,0.5132,19.14,0.4611,11715.96,0.1736,5,9,5,35-49,Female,Middle Income (30k-80k),Freelancer / Creator,0.6262,1
39667.97,0.3293,0.7123,1,53,565.14,0.4534,0.556,0.5829,0.5444,0.627,15.12,0.5847,9985.33,0.2517,27,30,23,35-49,Male,Middle Income (30k-80k),Gig Worker / Delivery,0.8191,1
32295.73,0.7362,0.4395,1,52,252.98,0.4149,0.574,0.274,0.3137,0.3665,27.8,0.3181,645.91,0.02,32,35,32,<25,Female,Middle Income (30k-80k),Gig Worker / Delivery,0.0999,1
37308.9,0.4078,0.5972,1,63,269.48,0.5042,0.6636,0.6589,0.6194,0.6082,28.66,0.6289,8381.86,0.2247,10,21,7,35-49,Female,Middle Income (30k-80k),Freelancer / Creator,0.6926,0
31601.52,0.2922,0.8373,1,48,283.24,0.572,0.6359,0.6593,0.6615,0.5479,15.52,0.6229,7579.33,0.2398,22,38,19,25-34,Male,Middle Income (30k-80k),Gig Worker / Delivery,0.9587,1
63941.07,0.3583,0.6562,1,74,209.59,0.8614,0.7815,0.6322,0.583,0.5649,17.86,0.5934,11205.78,0.1753,41,56,38,25-34,Male,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.8338,1
15105.1,0.4383,0.5882,1,41,150.0,0.8203,0.7395,0.627,0.5404,0.5753,19.78,0.5809,2206.41,0.1461,19,24,19,25-34,Male,Low Income (<30k),Student / First-time Earner,0.6168,1
26131.01,0.5762,0.5589,2,57,358.11,0.7881,0.7133,0.7978,0.7205,0.7515,10.73,0.7566,5326.0,0.2038,27,38,25,25-34,Male,Low Income (<30k),Gig Worker / Delivery,0.9101,1
55337.04,0.3574,0.8201,3,53,478.98,0.6448,0.5698,0.6826,0.6738,0.6655,14.46,0.674,17160.9,0.3101,20,30,17,<25,Female,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.9484,1
12000.0,0.4736,0.6556,1,47,150.0,0.5998,0.5827,0.5847,0.6551,0.6742,14.65,0.638,3060.47,0.255,25,32,20,35-49,Female,Low Income (<30k),Student / First-time Earner,0.6353,0
95613.71,0.2582,0.8002,1,64,668.36,0.6891,0.6746,0.5232,0.5188,0.5244,17.22,0.5221,23623.83,0.2471,13,20,13,25-34,Female,Upper Middle (>80k),Salaried Entry-level,0.8796,1
42401.96,0.7181,0.4355,1,45,436.11,0.555,0.6155,0.5211,0.5427,0.4859,20.05,0.5166,5569.92,0.1314,28,35,26,<25,Female,Middle Income (30k-80k),Salaried Entry-level,0.2295,0
48629.19,0.4099,0.562,2,58,408.14,0.587,0.5924,0.5226,0.4899,0.4656,20.69,0.4927,12405.31,0.2551,10,13,5,<25,Male,Middle Income (30k-80k),Salaried Entry-level,0.5531,1
44441.99,0.4305,0.493,1,58,333.62,0.7727,0.5305,0.5633,0.6167,0.5488,15.05,0.5763,7515.75,0.1691,35,41,32,25-34,Male,Middle Income (30k-80k),Freelancer / Creator,0.7781,1
17959.21,0.1575,0.9291,1,53,150.0,0.1642,0.604,0.5158,0.535,0.5219,17.7,0.5242,4994.89,0.2781,11,22,8,35-49,Female,Low Income (<30k),Student / First-time Earner,0.8461,1
12000.0,0.5629,0.4357,2,46,150.0,0.3925,0.7515,0.5881,0.6122,0.5087,16.52,0.5697,1567.91,0.1307,19,33,18,<25,Female,Low Income (<30k),Student / First-time Earner,0.5816,1
22347.67,0.95,0.1601,2,56,150.25,0.1958,0.9307,0.4182,0.3461,0.4536,26.65,0.406,1886.49,0.0844,20,33,18,25-34,Male,Low Income (<30k),Freelancer / Creator,0.1435,0
48353.21,0.2587,0.7027,2,55,379.32,0.3529,0.7381,0.5081,0.4893,0.5829,18.36,0.5268,10507.51,0.2173,8,21,5,<25,Female,Middle Income (30k-80k),Freelancer / Creator,0.8282,0
123540.57,0.3143,0.7447,2,87,630.33,0.6412,0.5568,0.69,0.699,0.6685,11.66,0.6858,31013.44,0.251,21,23,21,25-34,Male,Upper Middle (>80k),Freelancer / Creator,0.9581,1
84435.6,0.4223,0.6677,2,59,565.33,0.3408,0.7538,0.5583,0.5592,0.6069,16.13,0.5748,23686.01,0.2805,22,30,21,<25,Male,Upper Middle (>80k),Freelancer / Creator,0.9006,1
21109.24,0.3928,0.6931,2,49,150.0,0.3292,0.7129,0.5829,0.5606,0.6325,16.55,0.592,4428.12,0.2098,57,74,54,35-49,Female,Low Income (<30k),Gig Worker / Delivery,0.9123,1
66598.34,0.4048,0.7649,3,78,150.0,0.6551,0.9588,0.5852,0.5418,0.543,16.75,0.5567,12669.33,0.1902,35,49,31,25-34,Female,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.9512,1
42007.53,0.464,0.7479,1,53,337.23,0.4845,0.6882,0.337,0.3166,0.419,24.14,0.3576,4804.2,0.1144,26,33,23,50+,Male,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.4393,1
59390.38,0.8144,0.3027,2,70,464.85,0.4763,0.4076,0.3865,0.363,0.388,21.94,0.3792,13221.94,0.2226,23,29,21,<25,Female,Middle Income (30k-80k),Freelancer / Creator,0.2393,0
31298.27,0.2588,0.7486,1,54,176.36,0.657,0.8684,0.6657,0.7363,0.7332,16.85,0.7117,8396.37,0.2683,13,18,8,25-34,Female,Middle Income (30k-80k),Gig Worker / Delivery,0.9435,1
55507.18,0.6238,0.4769,1,62,150.0,0.6538,0.7849,0.5569,0.5695,0.5099,16.53,0.5454,13221.33,0.2382,13,18,8,<25,Female,Middle Income (30k-80k),Salaried Entry-level,0.6381,1
16819.61,0.3288,0.7407,4,51,213.41,0.4293,0.5807,0.6937,0.7549,0.6361,10.77,0.6949,5089.22,0.3026,18,32,15,50+,Male,Low Income (<30k),Gig Worker / Delivery,0.9164,0
18404.01,0.682,0.4109,2,41,284.06,0.745,0.7376,0.5439,0.549,0.5702,18.72,0.5544,3577.65,0.1944,30,37,26,35-49,Male,Low Income (<30k),Gig Worker / Delivery,0.6463,0
52563.21,0.3567,0.6065,1,59,446.22,0.699,0.794,0.7705,0.8519,0.8114,12.38,0.8113,13915.75,0.2647,30,46,25,25-34,Female,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.9588,1
30804.3,0.5042,0.4549,2,43,150.0,0.7363,0.8784,0.6408,0.5963,0.5514,17.5,0.5962,8015.87,0.2602,26,40,24,35-49,Male,Middle Income (30k-80k),Freelancer / Creator,0.7867,0
19285.01,0.3722,0.5637,1,55,150.0,0.4059,0.9247,0.5911,0.5385,0.5169,18.24,0.5488,4083.55,0.2117,6,12,1,35-49,Male,Low Income (<30k),Gig Worker / Delivery,0.6384,0
55400.05,0.2734,0.765,1,58,560.4,0.7842,0.8972,0.7069,0.74,0.7438,11.04,0.7302,19883.85,0.3589,10,20,10,25-34,Male,Middle Income (30k-80k),Freelancer / Creator,0.9153,1
29126.03,0.3614,0.6567,3,50,493.22,0.7134,0.4108,0.5669,0.5808,0.5496,21.05,0.5658,3956.16,0.1358,72,84,60,25-34,Female,Low Income (<30k),Salaried Entry-level,0.8748,1
133661.1,0.4101,0.6981,3,81,886.81,0.8554,0.8399,0.6158,0.6635,0.5977,13.13,0.6257,30089.53,0.2251,46,57,41,<25,Male,Upper Middle (>80k),Informal MSME / Shopkeeper,0.9649,1
38564.03,0.5416,0.5164,2,48,572.48,0.5627,0.9538,0.4745,0.4484,0.4982,21.12,0.4737,6615.33,0.1715,40,53,36,<25,Non-Binary/Other,Middle Income (30k-80k),Freelancer / Creator,0.6364,1
24808.22,0.541,0.463,4,57,150.0,0.6317,0.9693,0.5396,0.481,0.5544,16.67,0.525,3788.78,0.1527,13,23,13,35-49,Female,Low Income (<30k),Gig Worker / Delivery,0.7396,0
61023.62,0.5474,0.5453,1,55,550.38,0.4242,0.9837,0.4832,0.5125,0.5011,17.55,0.4989,16085.61,0.2636,53,66,52,50+,Female,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.6838,0
12000.0,0.6441,0.4708,1,61,150.0,0.5693,0.84,0.3345,0.4183,0.4637,25.28,0.4055,1546.35,0.1289,35,44,35,25-34,Female,Low Income (<30k),Student / First-time Earner,0.6047,1
66396.64,0.389,0.5264,1,72,327.37,0.8038,0.9061,0.8499,0.7784,0.8228,6.47,0.817,18399.2,0.2771,13,23,11,25-34,Female,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.9503,1
45229.9,0.188,0.8876,2,56,402.17,0.4946,0.9674,0.5761,0.6184,0.5619,15.97,0.5854,10632.87,0.2351,33,43,29,25-34,Female,Middle Income (30k-80k),Salaried Entry-level,0.9759,1
47111.75,0.5489,0.5037,2,49,502.69,0.8246,0.6111,0.5476,0.4784,0.4772,26.48,0.501,7084.15,0.1504,15,23,13,35-49,Male,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.5797,0
44173.24,0.4677,0.559,2,53,197.82,0.7867,0.736,0.6241,0.5692,0.5666,15.02,0.5866,6902.72,0.1563,3,11,1,35-49,Male,Middle Income (30k-80k),Salaried Entry-level,0.7675,1
15520.22,0.5536,0.486,1,47,150.0,0.5291,0.6206,0.4738,0.467,0.4728,22.37,0.4712,2057.75,0.1326,31,37,26,35-49,Female,Low Income (<30k),Student / First-time Earner,0.4642,1
66324.64,0.3571,0.6761,1,64,422.34,0.8175,0.8393,0.5769,0.571,0.5381,18.12,0.562,13288.68,0.2004,34,51,33,35-49,Male,Middle Income (30k-80k),Salaried Entry-level,0.8684,1
32051.25,0.2787,0.6446,1,57,150.0,0.817,0.7838,0.7663,0.8636,0.7603,9.03,0.7967,8542.09,0.2665,19,24,15,25-34,Male,Middle Income (30k-80k),Student / First-time Earner,0.9774,1
30403.85,0.5484,0.5119,2,48,352.86,0.6514,0.3084,0.575,0.5515,0.623,16.39,0.5832,4255.44,0.14,16,24,13,<25,Male,Middle Income (30k-80k),Freelancer / Creator,0.8194,1
12000.0,0.2013,0.8943,1,49,150.0,0.6541,0.5917,0.4929,0.5174,0.6073,16.4,0.5392,3104.21,0.2587,9,19,6,<25,Male,Low Income (<30k),Student / First-time Earner,0.8911,1
56449.39,0.2478,0.7735,1,65,435.55,0.7168,0.7797,0.4715,0.4617,0.4848,18.5,0.4727,11674.13,0.2068,42,54,39,35-49,Female,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.8991,1
19387.4,0.3427,0.7474,4,53,150.0,0.722,0.4245,0.5152,0.54,0.5232,17.0,0.5261,4241.33,0.2188,15,21,11,25-34,Male,Low Income (<30k),Salaried Entry-level,0.8696,1
32690.0,0.7535,0.283,2,57,241.66,0.3047,0.9007,0.5317,0.5455,0.5358,17.25,0.5377,7411.14,0.2267,40,55,40,<25,Female,Middle Income (30k-80k),Gig Worker / Delivery,0.4806,0
56683.15,0.5549,0.5032,3,68,380.5,0.5566,0.94,0.5336,0.4654,0.5541,17.37,0.5177,11974.59,0.2113,20,27,19,<25,Male,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.7261,0
45640.48,0.5164,0.5332,1,51,493.59,0.5802,0.8173,0.4984,0.5313,0.5348,16.8,0.5215,9223.99,0.2021,18,27,14,35-49,Male,Middle Income (30k-80k),Salaried Entry-level,0.5768,1
24561.33,0.2692,0.6945,2,47,150.0,0.5505,0.876,0.4948,0.5565,0.5455,23.74,0.5323,6017.64,0.245,30,35,30,<25,Female,Low Income (<30k),Gig Worker / Delivery,0.9175,1
59994.39,0.4944,0.4948,1,53,756.97,0.2192,0.7279,0.5178,0.5364,0.5217,16.81,0.5253,19649.82,0.3275,9,25,5,<25,Female,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.7609,1
47348.19,0.3034,0.8311,1,59,537.81,0.8548,0.7508,0.6876,0.6901,0.7092,15.66,0.6956,9984.08,0.2109,21,35,17,25-34,Male,Middle Income (30k-80k),Salaried Entry-level,0.9344,1
53637.86,0.4026,0.7121,1,59,381.55,0.5306,0.8335,0.5381,0.5551,0.5623,18.58,0.5518,12518.14,0.2334,25,34,22,35-49,Male,Middle Income (30k-80k),Freelancer / Creator,0.7931,1
26761.13,0.3339,0.5768,1,48,388.47,0.7723,0.7331,0.4387,0.4544,0.5164,19.35,0.4698,5720.0,0.2137,21,38,18,35-49,Male,Low Income (<30k),Freelancer / Creator,0.7907,1
58035.04,0.5464,0.5532,2,65,188.81,0.5141,0.99,0.5524,0.5829,0.6292,17.55,0.5882,9761.43,0.1682,24,37,22,<25,Female,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.8005,1
113730.38,0.6778,0.4132,1,74,831.4,0.6959,0.7298,0.412,0.3722,0.47,21.4,0.4181,17773.02,0.1563,28,41,26,35-49,Male,Upper Middle (>80k),Informal MSME / Shopkeeper,0.4196,0
28919.39,0.644,0.452,3,49,282.25,0.5283,0.7883,0.6526,0.6934,0.7014,15.92,0.6825,6943.01,0.2401,19,29,19,<25,Male,Low Income (<30k),Gig Worker / Delivery,0.6341,0
28032.41,0.2604,0.7582,1,64,489.07,0.6865,0.7697,0.6033,0.5192,0.5739,16.07,0.5655,6915.89,0.2467,23,27,22,25-34,Male,Low Income (<30k),Gig Worker / Delivery,0.8942,1
42959.42,0.49,0.5873,1,56,411.49,0.3846,0.5209,0.2808,0.322,0.3147,26.27,0.3058,5515.1,0.1284,34,41,29,35-49,Female,Middle Income (30k-80k),Gig Worker / Delivery,0.2953,1
21510.91,0.6657,0.3557,1,54,273.6,0.3347,0.6184,0.4674,0.4616,0.4684,19.18,0.4658,4686.94,0.2179,26,29,23,25-34,Female,Low Income (<30k),Gig Worker / Delivery,0.2517,0
35133.25,0.1909,0.9011,1,66,150.0,0.8121,0.5807,0.6919,0.7176,0.6778,16.02,0.6958,8470.73,0.2411,9,14,9,35-49,Female,Middle Income (30k-80k),Gig Worker / Delivery,0.9448,1
33337.73,0.1194,0.98,1,53,224.66,0.7567,0.6912,0.6823,0.705,0.5813,12.3,0.6562,8967.69,0.269,26,37,24,35-49,Male,Middle Income (30k-80k),Salaried Entry-level,0.9589,1
83669.8,0.1678,0.8329,2,67,603.97,0.516,0.777,0.7132,0.77,0.6748,13.96,0.7194,30008.0,0.3586,14,18,12,25-34,Male,Upper Middle (>80k),Informal MSME / Shopkeeper,0.9623,1
53067.33,0.1773,0.8008,1,51,587.57,0.8368,0.7334,0.6613,0.671,0.7107,17.4,0.681,15927.29,0.3001,19,34,18,<25,Non-Binary/Other,Middle Income (30k-80k),Salaried Entry-level,0.9815,1
23773.25,0.3831,0.7171,1,58,150.0,0.4908,0.8771,0.5883,0.5963,0.6342,17.82,0.6063,7321.41,0.308,11,19,9,25-34,Male,Low Income (<30k),Gig Worker / Delivery,0.847,1
43491.36,0.2738,0.8558,1,54,429.21,0.3731,0.7516,0.5702,0.6277,0.6555,14.59,0.6178,8521.65,0.1959,72,84,60,25-34,Female,Middle Income (30k-80k),Freelancer / Creator,0.9495,1
76116.11,0.3586,0.688,1,71,592.05,0.7595,0.65,0.516,0.4708,0.5211,17.42,0.5026,17655.1,0.2319,16,29,12,<25,Female,Middle Income (30k-80k),Freelancer / Creator,0.8446,1
20964.63,0.2652,0.7983,2,45,326.84,0.7194,0.8848,0.753,0.7071,0.7556,12.46,0.7386,8108.31,0.3868,35,50,33,50+,Female,Low Income (<30k),Salaried Entry-level,0.9874,1
34383.25,0.374,0.7246,3,47,293.65,0.5486,0.9304,0.6776,0.6139,0.698,13.11,0.6632,8382.87,0.2438,23,30,18,25-34,Female,Middle Income (30k-80k),Salaried Entry-level,0.9285,1
49868.56,0.3701,0.6976,2,49,339.01,0.5449,0.6258,0.6127,0.596,0.6774,13.69,0.6287,13483.72,0.2704,27,32,25,35-49,Male,Middle Income (30k-80k),Salaried Entry-level,0.8979,1
24527.94,0.3653,0.7105,2,49,237.62,0.5818,0.7231,0.5747,0.5304,0.523,16.03,0.5427,4849.59,0.1977,21,30,18,25-34,Male,Low Income (<30k),Gig Worker / Delivery,0.8826,1
42074.71,0.2648,0.6745,3,53,222.63,0.8328,0.8757,0.5395,0.4956,0.5135,23.72,0.5162,8961.8,0.213,12,22,11,35-49,Female,Middle Income (30k-80k),Salaried Entry-level,0.8879,1
23945.59,0.7229,0.3377,1,71,150.0,0.4036,0.7896,0.3919,0.4186,0.3444,25.55,0.385,3816.32,0.1594,27,30,25,25-34,Male,Low Income (<30k),Informal MSME / Shopkeeper,0.2268,0
29760.36,0.2474,0.6723,1,48,284.76,0.6605,0.827,0.4817,0.5127,0.5004,20.14,0.4982,7601.3,0.2554,45,59,41,25-34,Male,Low Income (<30k),Salaried Entry-level,0.7991,1
71095.62,0.525,0.6305,1,66,731.21,0.5724,0.8798,0.4638,0.4168,0.4292,19.87,0.4366,17743.82,0.2496,14,17,9,25-34,Male,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.6901,1
40118.67,0.7455,0.3721,3,54,190.43,0.5924,0.967,0.3375,0.3422,0.39,26.2,0.3566,8072.72,0.2012,15,17,12,<25,Female,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.2592,0
18201.55,0.6074,0.4116,4,40,150.0,0.4377,0.7939,0.3945,0.3652,0.3844,23.55,0.3813,4728.78,0.2598,31,38,31,35-49,Male,Low Income (<30k),Gig Worker / Delivery,0.5213,1
82838.1,0.3562,0.5325,1,72,644.18,0.6935,0.8591,0.4697,0.4912,0.4664,19.2,0.4758,16710.45,0.2017,21,37,19,25-34,Female,Upper Middle (>80k),Informal MSME / Shopkeeper,0.7025,1
31404.46,0.4263,0.635,3,58,384.7,0.407,0.8334,0.5185,0.423,0.454,19.34,0.4651,7093.49,0.2259,39,46,36,<25,Male,Middle Income (30k-80k),Gig Worker / Delivery,0.8643,1
19407.99,0.479,0.5773,1,43,263.04,0.6777,0.5262,0.5378,0.5655,0.5287,17.43,0.544,4948.03,0.2549,16,29,13,25-34,Male,Low Income (<30k),Gig Worker / Delivery,0.6241,1
28044.59,0.2526,0.7298,1,57,290.27,0.8086,0.7086,0.6398,0.6997,0.7033,11.37,0.6809,6557.25,0.2338,36,42,35,<25,Female,Low Income (<30k),Gig Worker / Delivery,0.9484,1
12000.0,0.2823,0.7547,2,41,250.88,0.7425,0.8523,0.6068,0.5714,0.6411,14.13,0.6064,3187.12,0.2656,61,69,59,50+,Non-Binary/Other,Low Income (<30k),Student / First-time Earner,0.9631,1
45770.43,0.4518,0.7291,1,56,319.72,0.8549,0.478,0.5582,0.6328,0.6167,16.08,0.6026,7524.61,0.1644,24,38,21,50+,Male,Middle Income (30k-80k),Freelancer / Creator,0.8338,1
42684.7,0.3228,0.7333,2,54,381.96,0.6125,0.7257,0.5773,0.5165,0.568,16.29,0.5539,3924.21,0.0919,13,28,10,50+,Male,Middle Income (30k-80k),Salaried Entry-level,0.9189,1
12000.0,0.4009,0.783,2,50,150.0,0.7124,0.6239,0.5654,0.5766,0.6371,14.49,0.593,3144.22,0.262,36,39,35,25-34,Male,Low Income (<30k),Student / First-time Earner,0.9103,1
17323.45,0.3535,0.7629,3,59,188.3,0.4234,0.7189,0.4293,0.4148,0.5406,23.71,0.4615,4050.76,0.2338,22,39,22,<25,Female,Low Income (<30k),Student / First-time Earner,0.7257,1
18289.33,0.2491,0.7056,1,43,294.32,0.7512,0.8312,0.4878,0.5097,0.5412,22.94,0.5129,4929.94,0.2696,6,11,5,50+,Female,Low Income (<30k),Student / First-time Earner,0.9027,1
14650.77,0.4683,0.6003,1,51,372.13,0.6383,0.7536,0.56,0.4833,0.5127,19.38,0.5186,4139.21,0.2825,39,50,38,25-34,Male,Low Income (<30k),Student / First-time Earner,0.8334,1
59058.98,0.5085,0.5667,2,60,437.54,0.7402,0.9577,0.454,0.4454,0.4061,20.66,0.4352,4863.02,0.0823,11,18,8,50+,Female,Middle Income (30k-80k),Freelancer / Creator,0.611,1
17398.71,0.3581,0.7149,4,46,150.0,0.6991,0.6587,0.6806,0.6392,0.6789,15.67,0.6662,4123.47,0.237,29,34,29,50+,Male,Low Income (<30k),Gig Worker / Delivery,0.9168,1
93421.32,0.6506,0.5815,1,79,441.71,0.4908,0.5253,0.3006,0.285,0.2261,25.9,0.2706,4679.02,0.0501,10,12,5,35-49,Female,Upper Middle (>80k),Informal MSME / Shopkeeper,0.13,0
47047.06,0.5912,0.4544,3,51,631.89,0.6609,0.5434,0.3982,0.33,0.346,25.62,0.3581,5698.39,0.1211,14,21,14,25-34,Female,Middle Income (30k-80k),Freelancer / Creator,0.5204,1
20321.26,0.4263,0.561,2,55,198.96,0.358,0.5342,0.5092,0.5216,0.5747,18.62,0.5351,5691.67,0.2801,19,31,15,25-34,Male,Low Income (<30k),Gig Worker / Delivery,0.681,1
57430.7,0.2632,0.7686,3,67,475.24,0.7925,0.6572,0.3989,0.3912,0.5082,20.93,0.4328,11271.88,0.1963,23,33,19,35-49,Female,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.8643,1
